,id,predicted_class_,actual_class_,words_matched
76,76,technical,technical,"['diseas', 'hazard', 'flow', 'injuri', 'sanit', 'chanc', 'prevent', 'blood', 'one', 'dine', 'nutrit', 'reason', 'infect', 'overview', 'quantiti', 'finger', 'storag', 'perk', 'meal', 'kitchen', 'crawl']"
77,77,technical,technical,"['convers', 'surfac', 'distanc', 'forecast', 'upgrad', 'stoop', 'round', 'replac', 'pump', 'photographi', 'advoc', 'ppe', 'gas', 'fume', 'payment', 'mentor', 'weather', 'schemat', 'text', 'architect', 'electr', 'one', 'facilit', 'heat', 'bill', 'messag', 'light', 'discuss', 'architectur', 'reason', 'solv', 'voltag', 'correspond', 'ground', 'draw', 'liaison', 'sustain', 'snow', 'cleanli', 'remov', 'powerpoint', 'harass', 'path', 'overtim', 'estim', 'ship', 'enhanc', 'factor', 'mathemat', 'crawl']"
78,78,technical,technical,"['motor', 'chain', 'landscap', 'desktop', 'hazard', 'depend', 'pump', 'valv', 'alarm', 'stair', 'suppress', 'sensit', 'sampl', 'discharg', 'move', 'gas', 'fume', 'session', 'weather', 'workforc', 'stand', 'dexter', 'one', 'heat', 'oil', 'expans', 'mileag', 'ladder', 'meter', 'phase', 'acuiti', 'delay', 'trust', 'remov', 'ethic', 'harass', 'finger', 'overtim', 'imag', 'starter', 'rotat', 'expens', 'rout', 'adapt', 'metal', 'wastewat', 'troubleshoot', 'crawl']"
79,79,technical,technical,"['door', 'profit', 'stoop', 'hear', 'hazard', 'calcul', 'recognit', 'subsidiari', 'injuri', 'pipelin', 'movement', 'tank', 'instrument', 'weather', 'drill', 'discret', 'proof', 'verif', 'one', 'oil', 'surveil', 'visit', 'accid', 'twist', 'ground', 'draw', 'read', 'crew', 'termin', 'land', 'finger', 'storag', 'petroleum', 'temperatur', 'expens', 'estim', 'reliabl', 'capit', 'auto']"
80,80,technical,technical,"['transmiss', 'paperwork', 'storm', 'transform', 'manual', 'classif', 'night', 'circuit', 'union', 'apprenticeship', 'climb', 'wage', 'weather', 'territori', 'telephon', 'dexter', 'one', 'theori', 'rescu', 'voltag', 'retent', 'region', 'ground', 'glove', 'truck', 'crew', 'finger', 'overtim', 'equival', 'sign', 'maintain', 'diem', 'aptitud', 'season']"
81,81,complex problem solving,complex problem solving,"['fire', 'exercis', 'polic', 'achiev', 'drill', 'payrol', 'equival', 'solv', 'advisor', 'retent', 'conflict', 'acquisit', 'capit', 'econom', 'one']"
82,82,technical,technical,"['sop', 'limit', 'thinker', 'stabil', 'sme', 'notif', 'sensit', 'player', 'sanit', 'substanc', 'releas', 'methodolog', 'root', 'one', 'launch', 'deviat', 'style', 'biolog', 'phase', 'protocol', 'compli', 'conform', 'microbiolog', 'urgenc', 'determin']"
83,83,technical,technical,"['metric', 'creativ', 'stage', 'profit', 'one', 'render', 'architectur', 'make', 'cooper', 'phase', 'resort', 'draw', 'introduct', 'starter', 'planner', 'princip', 'player', 'reliabl', 'destin', 'creation']"
84,84,technical,technical,"['profil', 'motor', 'car', 'passeng', 'trip', 'brake', 'move', 'movement', 'payment', 'tire', 'wage', 'airport', 'radio', 'telephon', 'one', 'style', 'light', 'mail', 'traffic', 'incid', 'accid', 'mechan', 'sustain', 'dispatch', 'appear', 'fee', 'charg', 'equival']"
85,85,technical,technical,"['motor', 'car', 'acquisit', 'switch', 'replac', 'alarm', 'display', 'autom', 'assembl', 'output', 'gap', 'schemat', 'drill', 'workforc', 'telephon', 'machineri', 'one', 'frequenc', 'voltag', 'k', 'mechan', 'wire', 'sensor', 'applianc', 'commiss', 'pharmaceut', 'auto', 'troubleshoot']"
86,86,technical,technical,"['motor', 'autocad', 'panel', 'electron', 'calcul', 'transpar', 'classif', 'trip', 'headquart', 'gas', 'conduit', 'instrument', 'layout', 'format', 'one', 'produc', 'oil', 'light', 'voltag', 'size', 'interfac', 'liaison', 'ground', 'draw', 'draft', 'read', 'wire', 'elev', 'starter', 'modif', 'pipe', 'protect', 'diagram', 'text', 'wastewat']"
87,87,technical,technical,"['mind', 'electron', 'eye', 'stack', 'car', 'distanc', 'amount', 'calcul', 'strength', 'combat', 'internet', 'manual', 'volum', 'percentag', 'logic', 'fact', 'creation', 'assembl', 'prevent', 'chart', 'schemat', 'diagram', 'tabl', 'weight', 'stress', 'layout', 'variabl', 'machineri', 'dexter', 'one', 'fixtur', 'math', 'reason', 'major', 'visit', 'draft', 'gaug', 'correspond', 'draw', 'prototyp', 'reward', 'subsystem', 'conclus', 'percept', 'fabric', 'reliabl']"
88,88,technical,technical,"['convers', 'surfac', 'distanc', 'hear', 'verifi', 'strength', 'pallet', 'night', 'pto', 'movement', 'sheet', 'violat', 'motion', 'one', 'stage', 'cut', 'math', 'forklift', 'discrep', 'frequenc', 'park', 'acuiti', 'load', 'count', 'lift', 'incent', 'finger', 'pick', 'temperatur', 'overtim', 'percept', 'face', 'ship', 'warehous']"
89,89,technical,technical,"['facilit', 'turbin', 'classif', 'creation', 'one', 'mentor', 'identifi', 'hazard', 'chief', 'pilot', 'incid', 'interfac', 'aviat', 'aircraft', 'advisor', 'accid', 'observ', 'flight', 'extens', 'crew']"
90,90,complex problem solving,complex problem solving,"['recognit', 'permit', 'edg', 'oncolog', 'mentor', 'sheet', 'physic', 'radiat', 'physicist', 'chief', 'accredit', 'verif', 'tradit', 'one', 'creativ', 'compass', 'liaison', 'ground', 'cancer', 'peer', 'termin', 'entiti', 'imag', 'therapi', 'assur', 'acquisit', 'vaccin', 'encount', 'phd', 'season']"
91,91,technical,technical,"['enjoy', 'invoic', 'trade', 'sector', 'agent', 'player', 'pto', 'deleg', 'gas', 'mentor', 'achiev', 'stand', 'stress', 'one', 'creativ', 'bill', 'presenc', 'desir', 'wast', 'k', 'owner', 'paper', 'fee', 'pride', 'choic']"
92,92,technical,complex problem solving,"['attorney', 'thinker', 'recognit', 'well', 'mitig', 'perspect', 'gap', 'reput', 'inclus', 'answer', 'advic', 'one', 'creativ', 'dollar', 'behalf', 'audienc', 'thought', 'discount', 'k', 'draft', 'privaci', 'heart', 'forefront', 'sponsorship', 'stock', 'reward', 'identif', 'ethic', 'adapt', 'factor', 'adopt']"
93,93,technical,technical,"['profil', 'turbin', 'deploy', 'verifi', 'aircraft', 'brief', 'fuel', 'airlin', 'instrument', 'creed', 'physic', 'pilot', 'workforc', 'aviat', 'allow', 'weight', 'observ', 'flight', 'one', 'offici', 'surveil', 'complex', 'ground', 'load', 'command', 'crew', 'quantiti', 'fisheri', 'enforc', 'land', 'open', 'meal']"
94,94,technical,technical,"['minut', 'requisit', 'paperwork', 'calcul', 'supplier', 'floor', 'stair', 'injuri', 'ownership', 'head', 'procur', 'bid', 'stress', 'one', 'style', 'behalf', 'negoti', 'steel', 'peer', 'charg', 'award', 'overtim', 'fabric', 'factor']"
95,95,technical,technical,"['motor', 'inspector', 'edit', 'hazard', 'transpar', 'survey', 'discharg', 'map', 'creed', 'pregnanc', 'mobil', 'one', 'light', 'log', 'traffic', 'phase', 'draft', 'draw', 'crew', 'determin', 'protect', 'troubleshoot', 'right']"
96,96,technical,technical,"['reserv', 'influenc', 'trade', 'start', 'pump', 'calendar', 'internet', 'alcohol', 'establish', 'sampl', 'wastewat', 'disast', 'gas', 'move', 'session', 'date', 'boiler', 'avail', 'creed', 'conveyor', 'violat', 'overhaul', 'weight', 'adjust', 'one', 'blueprint', 'heat', 'mail', 'connect', 'deal', 'gear', 'accid', 'crew', 'score', 'cancer', 'entiti', 'steam', 'submitt', 'choic', 'diesel']"
97,97,technical,technical,"['transmiss', 'help', 'clean', 'inquiri', 'paperwork', 'malfunct', 'replac', 'bear', 'manual', 'carrier', 'fuel', 'assembl', 'brake', 'head', 'tank', 'fleet', 'tire', 'avail', 'leas', 'guard', 'adjust', 'observ', 'one', 'financ', 'oil', 'hub', 'k', 'truck', 'remov', 'conform', 'stock', 'dealership', 'incent', 'enterpris', 'women', 'diagnosi', 'diesel', 'aptitud', 'card']"
98,98,technical,technical,"['profit', 'interpret', 'diagnos', 'desktop', 'window', 'consist', 'volum', 'server', 'autom', 'creation', 'script', 'identifi', 'share', 'sql', 'programm', 'intellig', 'one', 'valid', 'architectur', 'solv', 'k', 'interfac', 'analyt', 'updat', 'ehr', 'emphasi', 'estim', 'enhanc', 'workflow']"
99,99,complex problem solving,complex problem solving,"['outpati', 'outlook', 'expans', 'powerpoint', 'inpati', 'one', 'identifi', 'practition', 'admiss', 'overtim', 'flow', 'rehabilit', 'hospic', 'liaison', 'accredit', 'agent', 'except']"
100,100,technical,technical,"['profit', 'surfac', 'hear', 'proceed', 'calcul', 'sector', 'mine', 'foundat', 'disclosur', 'permit', 'marketplac', 'mentor', 'instrument', 'drill', 'one', 'stage', 'potenti', 'desir', 'wast', 'ground', 'draw', 'thing', 'emphasi', 'charg', 'complaint', 'estim', 'assur', 'analys']"
101,101,technical,technical,"['surfac', 'advantag', 'trade', 'plier', 'manual', 'autom', 'instrument', 'schemat', 'machineri', 'one', 'mail', 'forklift', 'precis', 'wast', 'mechan', 'draw', 'lift', 'enterpris', 'screwdriv', 'fabric', 'maintain', 'contin', 'band']"
102,102,technical,technical,"['featur', 'cash', 'administ', 'retail', 'trade', 'even', 'recoveri', 'output', 'avail', 'gap', 'pilot', 'workforc', 'answer', 'plumb', 'stand', 'price', 'one', 'frequenc', 'discount', 'housekeep', 'load', 'stock', 'merchandis', 'genet', 'garden', 'kitchen', 'card']"
103,103,technical,technical,"['interpret', 'dust', 'corpor', 'supplier', 'manual', 'railroad', 'fume', 'weld', 'climb', 'faith', 'continu', 'machineri', 'superintend', 'one', 'heat', 'lock', 'housekeep', 'mechan', 'draw', 'speed', 'stock', 'truck', 'entiti', 'fabric', 'confid', 'diagram', 'metal', 'troubleshoot', 'crawl']"
104,104,technical,technical,"['deliver', 'hear', 'proceed', 'flow', 'advisor', 'logist', 'defens', 'manual', 'sector', 'transpar', 'disclosur', 'share', 'fleet', 'chart', 'chief', 'programm', 'inclus', 'workforc', 'verif', 'price', 'one', 'mileston', 'lifecycl', 'constraint', 'women', 'moment', 'charg', 'complaint', 'imag', 'diagram', 'choic', 'transform']"
105,105,technical,technical,"['chain', 'commerci', 'classif', 'fuel', 'marketplac', 'pilot', 'd', 'weight', 'op', 'one', 'key', 'timelin', 'mileston', 'target', 'complex', 'technologist', 'constraint', 'prototyp', 'label', 'trial', 'definit', 'r', 'popul', 'path', 'kitchen']"
106,106,technical,technical,"['workshop', 'recognit', 'cell', 'character', 'edg', 'session', 'mentor', 'sheet', 'chemistri', 'tradit', 'one', 'stem', 'creativ', 'compass', 'ground', 'club', 'termin', 'therapi', 'vaccin', 'encount', 'season']"
107,107,complex problem solving,complex problem solving,"['premis', 'profit', 'help', 'depend', 'dust', 'adult', 'alcohol', 'home', 'manual', 'classif', 'sanit', 'counselor', 'drill', 'restrict', 'continu', 'telephon', 'medic', 'staf', 'one', 'visitor', 'surveil', 'mail', 'housekeep', 'privaci', 'ethic', 'open', 'transact', 'starter', 'right']"
108,108,technical,technical,"['autocad', 'panel', 'window', 'stream', 'revenu', 'logic', 'releas', 'instrument', 'tech', 'layout', 'one', 'timelin', 'bill', 'meter', 'discuss', 'complex', 'frequenc', 'lifecycl', 'voltag', 'draft', 'correspond', 'wire', 'portfolio', 'emphasi', 'path', 'pipe', 'diagram', 'factor']"
109,109,technical,technical,"['profil', 'motor', 'panel', 'feet', 'paperwork', 'switch', 'pump', 'calcul', 'alarm', 'cell', 'classif', 'circuit', 'press', 'conduit', 'station', 'permit', 'instrument', 'cabl', 'violat', 'conflict', 'electrician', 'telephon', 'stand', 'walk', 'one', 'fixtur', 'court', 'offici', 'light', 'deal', 'affili', 'voltag', 'carri', 'liaison', 'ground', 'mechan', 'load', 'wire', 'crew', 'ethic', 'fire', 'troubleshoot', 'applianc', 'protect', 'branch', 'transform', 'crawl']"
110,110,technical,technical,"['sop', 'chain', 'equiti', 'night', 'ownership', 'perspect', 'root', 'pilot', 'reagent', 'verif', 'layout', 'one', 'timelin', 'deviat', 'valid', 'immigr', 'batch', 'overview', 'compli', 'conform', 'open', 'complaint', 'formul', 'diagnost', 'find', 'assur', 'factor']"
111,111,technical,technical,"['outlook', 'termin', 'powerpoint', 'one', 'harass', 'genet', 'setup', 'solv', 'estim', 'web', 'determin', 'liaison', 'constraint', 'classif', 'absenc', 'mitig', 'deleg']"
112,112,technical,technical,"['retail', 'requisit', 'trade', 'half', 'pump', 'calcul', 'town', 'trip', 'sheet', 'observ', 'bid', 'one', 'heat', 'tour', 'architectur', 'phase', 'k', 'size', 'urgenc', 'starter', 'submitt', 'studio', 'pipe', 'workflow']"
113,113,complex problem solving,technical,"['workshop', 'reserv', 'profit', 'climat', 'help', 'half', 'round', 'summer', 'classroom', 'camp', 'preserv', 'counselor', 'session', 'weather', 'tabl', 'game', 'child', 'stand', 'teacher', 'launch', 'chore', 'stem', 'one', 'visitor', 'anim', 'connect', 'camper', 'curriculum', 'nutrit', 'lesson', 'carpentri', 'major', 'liaison', 'sustain', 'childhood', 'internship', 'awar', 'land', 'women', 'garden', 'meal', 'parent', 'season']"
114,114,technical,technical,"['chain', 'paperwork', 'flow', 'calcul', 'nonconform', 'stair', 'injuri', 'ownership', 'assembl', 'weld', 'root', 'reput', 'satellit', 'conflict', 'stress', 'one', 'target', 'iso', 'charact', 'solv', 'conform', 'peer', 'identif', 'overtim', 'fabric', 'auto']"
115,115,technical,technical,"['car', 'inspector', 'rail', 'sampl', 'classif', 'night', 'discharg', 'right', 'benchmark', 'discret', 'verif', 'one', 'good', 'oil', 'messag', 'subordin', 'draft', 'vice', 'load', 'peer', 'quantiti', 'count', 'termin', 'outlook', 'genet', 'temperatur', 'ship', 'reconcili', 'card']"
116,116,technical,technical,"['featur', 'expans', 'kpis', 'identif', 'enterpris', 'complex', 'subcontractor', 'depend', 'lifecycl', 'estim', 'migrat', 'revenu', 'subsidiari', 'interfac', 'pharmaceut', 'classif', 'one']"
117,117,technical,technical,"['good', 'climat', 'valid', 'iso', 'popul', 'charg', 'hazard', 'lot', 'liaison', 'loss', 'thing', 'verif', 'autom', 'one']"
118,118,technical,technical,"['centuri', 'distanc', 'corpor', 'even', 'recognit', 'summer', 'foundat', 'scholar', 'instructor', 'survey', 'session', 'methodolog', 'creed', 'inclus', 'button', 'outreach', 'fellowship', 'teacher', 'pool', 'one', 'evid', 'mail', 'heart', 'trial', 'open', 'award', 'phd', 'librari']"
119,119,technical,technical,"['feet', 'stack', 'retail', 'distanc', 'stoop', 'hear', 'paperwork', 'cooper', 'clerk', 'pallet', 'floor', 'carrier', 'player', 'headquart', 'gas', 'movement', 'box', 'climb', 'creed', 'weather', 'articl', 'tradit', 'one', 'stage', 'good', 'bill', 'forklift', 'housekeep', 'acuiti', 'accid', 'speed', 'load', 'label', 'truck', 'count', 'lift', 'identif', 'storag', 'temperatur', 'estim', 'sign', 'warehous']"
120,120,technical,technical,"['book', 'workshop', 'administ', 'corpor', 'even', 'artist', 'accomplish', 'membership', 'classroom', 'section', 'trip', 'version', 'act', 'substitut', 'instrument', 'achiev', 'teacher', 'superintend', 'one', 'print', 'desir', 'curriculum', 'lesson', 'hair', 'subject', 'music', 'close', 'award', 'parent', 'adopt', 'right']"
121,121,technical,complex problem solving,"['chain', 'retail', 'stream', 'supplier', 'logist', 'sanit', 'creation', 'ownership', 'conjunct', 'tax', 'intellig', 'one', 'launch', 'expans', 'workflow', 'wast', 'size', 'protocol', 'reduct', 'heart', 'metric', 'award', 'warehous', 'plastic', 'factor', 'coupl']"
122,122,complex problem solving,complex problem solving,"['intervent', 'transmiss', 'interpret', 'eye', 'hazard', 'malfunct', 'adult', 'notif', 'bear', 'accomplish', 'agent', 'reaction', 'adolesc', 'calibr', 'ray', 'pregnanc', 'radiat', 'physicist', 'tabl', 'accredit', 'child', 'precaut', 'telephon', 'medic', 'layout', 'stress', 'one', 'light', 'caregiv', 'pain', 'deal', 'ultrasound', 'technologist', 'infect', 'surgeri', 'wast', 'protocol', 'absenc', 'appear', 'identif', 'women', 'licensur', 'radiolog', 'insert', 'complaint', 'imag', 'surgeon', 'infant', 'metal', 'factor']"
123,123,complex problem solving,technical,"['attorney', 'ctap', 'featur', 'limit', 'panel', 'p', 'semest', 'ill', 'bargain', 'danger', 'acquisit', 'hazard', 'entitl', 'verifi', 'spend', 'flow', 'even', 'recognit', 'sector', 'establish', 'fair', 'sensit', 'agent', 'sampl', 'injuri', 'warn', 'union', 'altern', 'submiss', 'percentag', 'dental', 'discharg', 'referr', 'releas', 'oblig', 'date', 'identifi', 'substitut', 'instrument', 'fulfil', 'achiev', 'physic', 'violat', 'litig', 'workforc', 'seri', 'proof', 'ictap', 'chemistri', 'advic', 'child', 'stress', 'courtesi', 'format', 'one', 'epidemiolog', 'court', 'offici', 'biostatist', 'theori', 'potenti', 'audienc', 'biolog', 'suitabl', 'curriculum', 'affair', 'size', 'accid', 'trust', 'symptom', 'remov', 'enforc', 'lodg', 'fax', 'complaint', 'm', 'link', 'find', 'determin', 'analys', 'accredit', 'factor', 'branch', 'phd']"
124,124,technical,technical,"['optim', 'electron', 'strength', 'foundat', 'disclosur', 'character', 'circuit', 'research', 'physic', 'pregnanc', 'd', 'simul', 'scientist', 'stress', 'format', 'one', 'belief', 'theori', 'presenc', 'traffic', 'technologist', 'mechan', 'speed', 'thing', 'yrs', 'r', 'metal']"
125,125,technical,technical,"['deploy', 'mine', 'disast', 'pipelin', 'recoveri', 'version', 'tech', 'workforc', 'web', 'scientist', 'intellig', 'acumen', 'one', 'financ', 'algorithm', 'valid', 'potenti', 'complex', 'architectur', 'analyt', 'dealer', 'cloud', 'enterpris', 'confid', 'analys', 'reliabl', 'mathemat']"
126,126,technical,technical,"['priorit', 'receipt', 'accomplish', 'town', 'intern', 'mentor', 'reput', 'architect', 'acumen', 'bid', 'one', 'mail', 'traffic', 'phase', 'alloc', 'metric', 'vet', 'award', 'spreadsheet', 'submitt', 'expens', 'reliabl']"
127,127,technical,complex problem solving,"['convers', 'featur', 'boot', 'semest', 'start', 'approx', 'strength', 'summer', 'camp', 'intern', 'perspect', 'oblig', 'campaign', 'mentor', 'web', 'answer', 'articl', 'one', 'creativ', 'target', 'coursework', 'anim', 'curriculum', 'topic', 'owner', 'thing', 'trust', 'internship', 'tape', 'tune', 'conclus', 'introduct', 'link', 'meal', 'workflow', 'voic']"
128,128,complex problem solving,complex problem solving,"['autism', 'intervent', 'profit', 'diagnos', 'invest', 'maker', 'align', 'even', 'manual', 'crisi', 'injuri', 'prevent', 'act', 'mentor', 'methodolog', 'philosophi', 'one', 'complex', 'desir', 'correspond', 'complaint']"
129,129,technical,technical,"['mind', 'electron', 'address', 'apprais', 'night', 'station', 'avail', 'conveyor', 'robot', 'one', 'blueprint', 'messag', 'potenti', 'frequenc', 'housekeep', 'heart', 'read', 'internship', 'conform', 'termin', 'face', 'parent', 'text', 'except']"
130,130,technical,technical,"['definit', 'visa', 'mind', 'powerpoint', 'releas', 'electron', 'one', 'log', 'instrument', 'requisit', 'semiconductor', 'map', 'lot', 'solv', 'address', 'floor', 'defens', 'disposit', 'troubleshoot', 'pattern']"
131,131,complex problem solving,complex problem solving,"['interpret', 'calcul', 'union', 'oncolog', 'calibr', 'physic', 'radiat', 'physicist', 'motion', 'simul', 'verif', 'one', 'presenc', 'hub', 'connect', 'frequenc', 'therapist', 'pet', 'cancer', 'radiolog', 'licensur', 'emphasi', 'storag', 'imag', 'therapi', 'fabric', 'assur', 'commiss', 'acquisit']"
